imagem_0,0.0,0.0,0.0
imagem_1,1.0,1.0,0.0
imagem_2,1.0,1.0,0.0
imagem_3,1.0,1.0,0.0
imagem_4,1.0,1.0,0.0
imagem_5,1.0,1.0,0.0
imagem_6,-1.0,1.0,0.0
imagem_7,1.0,1.0,0.0
imagem_8,1.0,1.0,0.0
imagem_9,1.0,1.0,0.0
imagem_10,1.0,1.0,0.0
imagem_11,1.0,1.0,0.0
imagem_12,1.0,1.0,0.0
imagem_13,-1.0,1.0,0.0
imagem_14,-1.0,1.0,0.0
imagem_15,-1.0,1.0,0.0
imagem_16,-1.0,1.0,0.0
imagem_17,-1.0,1.0,0.0
imagem_18,-1.0,1.0,0.0
imagem_19,-1.0,1.0,0.0
imagem_20,-1.0,1.0,0.0
imagem_21,-1.0,1.0,0.0
imagem_22,-1.0,1.0,0.0
imagem_23,1.0,1.0,0.0
imagem_24,-1.0,1.0,0.0
imagem_25,-1.0,1.0,0.0
imagem_26,-1.0,1.0,0.0
imagem_27,-1.0,1.0,0.0
imagem_28,1.0,1.0,0.0
imagem_29,-1.0,1.0,0.0
imagem_30,1.0,1.0,0.0
imagem_31,1.0,1.0,0.0
imagem_32,1.0,1.0,0.0
imagem_33,1.0,1.0,0.0
imagem_34,0.0,1.0,0.0
imagem_35,1.0,1.0,0.0
imagem_36,0.0,1.0,0.0
imagem_37,0.0,1.0,0.0
imagem_38,1.0,1.0,0.0
imagem_39,0.0,1.0,0.0
imagem_40,0.0,1.0,0.0
imagem_41,0.0,1.0,0.0
imagem_42,1.0,1.0,0.0
imagem_43,0.0,1.0,0.0
imagem_44,0.0,1.0,0.0
imagem_45,1.0,1.0,0.0
imagem_46,1.0,1.0,0.0
imagem_47,1.0,1.0,0.0
imagem_48,-1.0,1.0,0.0
imagem_49,0.0,1.0,0.0
imagem_50,-1.0,1.0,0.0
imagem_51,0.0,1.0,0.0
imagem_52,0.0,1.0,0.0
imagem_53,1.0,1.0,0.0
imagem_54,0.0,1.0,0.0
imagem_55,0.0,1.0,0.0
imagem_56,-1.0,1.0,0.0
imagem_57,0.0,1.0,0.0
imagem_58,1.0,1.0,0.0
imagem_59,0.0,1.0,0.0
imagem_60,0.0,1.0,0.0
imagem_61,0.0,1.0,0.0
imagem_62,0.0,1.0,0.0
imagem_63,0.0,1.0,0.0
imagem_64,1.0,1.0,0.0
imagem_65,1.0,1.0,0.0
imagem_66,-1.0,1.0,0.0
imagem_67,0.0,1.0,0.0
imagem_68,-1.0,1.0,0.0
imagem_69,0.0,1.0,0.0
imagem_70,0.0,1.0,0.0
imagem_71,0.0,1.0,0.0
imagem_72,0.0,1.0,0.0
imagem_73,0.0,1.0,0.0
imagem_74,-1.0,1.0,0.0
imagem_75,0.0,1.0,0.0
imagem_76,0.0,0.0,0.0
imagem_77,0.0,0.0,0.0
imagem_78,0.0,0.0,0.0
imagem_79,0.0,0.0,0.0
imagem_80,-1.0,0.0,0.0
imagem_81,-1.0,0.0,0.0
imagem_82,-1.0,0.0,0.0
imagem_83,1.0,0.0,0.0
imagem_84,1.0,0.0,0.0
imagem_85,-1.0,0.0,0.0
imagem_86,1.0,0.0,0.0
imagem_87,1.0,0.0,0.0
imagem_88,-1.0,0.0,0.0
imagem_89,-1.0,0.0,0.0
imagem_90,0.0,0.0,0.0
imagem_91,0.0,0.0,0.0
imagem_92,0.0,0.0,0.0
imagem_93,-1.0,0.0,0.0
imagem_94,-1.0,0.0,0.0
imagem_95,-1.0,0.0,0.0
imagem_96,-1.0,0.0,0.0
imagem_97,-1.0,0.0,0.0
imagem_98,-1.0,0.0,0.0
imagem_99,-1.0,0.0,0.0
imagem_100,-1.0,0.0,0.0
imagem_101,-1.0,0.0,0.0
imagem_102,-1.0,0.0,0.0
imagem_103,-1.0,0.0,0.0
imagem_104,-1.0,0.0,0.0
imagem_105,-1.0,0.0,0.0
imagem_106,-1.0,0.0,0.0
imagem_107,1.0,0.0,0.0
imagem_108,1.0,0.0,0.0
imagem_109,-1.0,0.0,0.0
imagem_110,1.0,0.0,0.0
imagem_111,1.0,0.0,0.0
imagem_112,1.0,0.0,0.0
imagem_113,1.0,0.0,0.0
imagem_114,1.0,0.0,0.0
imagem_115,1.0,0.0,0.0
imagem_116,1.0,0.0,0.0
imagem_117,1.0,0.0,0.0
imagem_118,1.0,0.0,0.0
imagem_119,1.0,0.0,0.0
imagem_120,1.0,0.0,0.0
imagem_121,1.0,0.0,0.0
imagem_122,-1.0,0.0,0.0
imagem_123,1.0,0.0,0.0
imagem_124,-1.0,0.0,0.0
